Statistic,Year,Area of Residence,Age Group of Mother,UNIT,VALUE
Births,2011,Drogheda Borough,40 - 44 years,Number,25
Births,2011,Drogheda Borough,45 years and over,Number,
Births,2011,Drogheda Borough,Age not stated,Number,
Births,2011,Drogheda Borough,All ages,Number,718
Births,2011,Dundalk Town,Under 20 years,Number,33
Births,2011,Dundalk Town,20 - 24 years,Number,103
Births,2011,Dundalk Town,25 - 29 years,Number,186
Births,2011,Dundalk Town,30 - 34 years,Number,199
Births,2011,Dundalk Town,35 - 39 years,Number,107
Births,2011,Dundalk Town,40 - 44 years,Number,21
Births,2011,Dundalk Town,45 years and over,Number,1
Births,2011,Dundalk Town,Age not stated,Number,
Births,2011,Dundalk Town,All ages,Number,650
Births,2011,Ardee,Under 20 years,Number,
Births,2011,Ardee,20 - 24 years,Number,
Births,2011,Ardee,25 - 29 years,Number,
Births,2011,Ardee,30 - 34 years,Number,
Births,2011,Ardee,35 - 39 years,Number,
Births,2011,Ardee,40 - 44 years,Number,
Births,2011,Ardee,45 years and over,Number,
Births,2011,Ardee,Age not stated,Number,
Births,2011,Ardee,All ages,Number,
Births,2011,Rest of Co. Louth,Under 20 years,Number,10
Births,2011,Rest of Co. Louth,20 - 24 years,Number,45
Births,2011,Rest of Co. Louth,25 - 29 years,Number,115
Births,2011,Rest of Co. Louth,30 - 34 years,Number,201
Births,2011,Rest of Co. Louth,35 - 39 years,Number,118
Births,2011,Rest of Co. Louth,40 - 44 years,Number,29
Births,2011,Rest of Co. Louth,45 years and over,Number,
Births,2011,Rest of Co. Louth,Age not stated,Number,
Births,2011,Rest of Co. Louth,All ages,Number,518
Births,2011,Meath,Under 20 years,Number,50
Births,2011,Meath,20 - 24 years,Number,274
Births,2011,Meath,25 - 29 years,Number,787
Births,2011,Meath,30 - 34 years,Number,1340
Births,2011,Meath,35 - 39 years,Number,908
Births,2011,Meath,40 - 44 years,Number,165
Births,2011,Meath,45 years and over,Number,3
Births,2011,Meath,Age not stated,Number,
Births,2011,Meath,All ages,Number,3527
Births,2011,Kells Town,Under 20 years,Number,1
Births,2011,Kells Town,20 - 24 years,Number,23
Births,2011,Kells Town,25 - 29 years,Number,53
Births,2011,Kells Town,30 - 34 years,Number,107
Births,2011,Kells Town,35 - 39 years,Number,54
Births,2011,Kells Town,40 - 44 years,Number,9
Births,2011,Kells Town,45 years and over,Number,
Births,2011,Kells Town,Age not stated,Number,
Births,2011,Kells Town,All ages,Number,247
Births,2011,Navan Town,Under 20 years,Number,22
Births,2011,Navan Town,20 - 24 years,Number,80
Births,2011,Navan Town,25 - 29 years,Number,201
Births,2011,Navan Town,30 - 34 years,Number,268
Births,2011,Navan Town,35 - 39 years,Number,211
Births,2011,Navan Town,40 - 44 years,Number,34
Births,2011,Navan Town,45 years and over,Number,
Births,2011,Navan Town,Age not stated,Number,
Births,2011,Navan Town,All ages,Number,816
Births,2011,Trim Town,Under 20 years,Number,4
Births,2011,Trim Town,20 - 24 years,Number,16
Births,2011,Trim Town,25 - 29 years,Number,52
Births,2011,Trim Town,30 - 34 years,Number,79
Births,2011,Trim Town,35 - 39 years,Number,49
Births,2011,Trim Town,40 - 44 years,Number,6
Births,2011,Trim Town,45 years and over,Number,
Births,2011,Trim Town,Age not stated,Number,
Births,2011,Trim Town,All ages,Number,206
Births,2011,Rest of Co. Meath,Under 20 years,Number,23
Births,2011,Rest of Co. Meath,20 - 24 years,Number,155
Births,2011,Rest of Co. Meath,25 - 29 years,Number,481
Births,2011,Rest of Co. Meath,30 - 34 years,Number,886
Births,2011,Rest of Co. Meath,35 - 39 years,Number,594
Births,2011,Rest of Co. Meath,40 - 44 years,Number,116
Births,2011,Rest of Co. Meath,45 years and over,Number,3
Births,2011,Rest of Co. Meath,Age not stated,Number,
Births,2011,Rest of Co. Meath,All ages,Number,2258
Births,2011,Offaly,Under 20 years,Number,34
Births,2011,Offaly,20 - 24 years,Number,170
Births,2011,Offaly,25 - 29 years,Number,300
Births,2011,Offaly,30 - 34 years,Number,443
Births,2011,Offaly,35 - 39 years,Number,242
Births,2011,Offaly,40 - 44 years,Number,52
Births,2011,Offaly,45 years and over,Number,3
Births,2011,Offaly,Age not stated,Number,
Births,2011,Offaly,All ages,Number,1244
Births,2011,Birr Town,Under 20 years,Number,7
Births,2011,Birr Town,20 - 24 years,Number,22
Births,2011,Birr Town,25 - 29 years,Number,43
Births,2011,Birr Town,30 - 34 years,Number,74
Births,2011,Birr Town,35 - 39 years,Number,40
Births,2011,Birr Town,40 - 44 years,Number,9
Births,2011,Birr Town,45 years and over,Number,
Births,2011,Birr Town,Age not stated,Number,
Births,2011,Birr Town,All ages,Number,195
Births,2011,Tullamore Town,Under 20 years,Number,13
Births,2011,Tullamore Town,20 - 24 years,Number,67
Births,2011,Tullamore Town,25 - 29 years,Number,108
Births,2011,Tullamore Town,30 - 34 years,Number,152
Births,2011,Tullamore Town,35 - 39 years,Number,84
Births,2011,Tullamore Town,40 - 44 years,Number,19
Births,2011,Tullamore Town,45 years and over,Number,2
Births,2011,Tullamore Town,Age not stated,Number,
Births,2011,Tullamore Town,All ages,Number,445
Births,2011,Edenderry,Under 20 years,Number,
Births,2011,Edenderry,20 - 24 years,Number,
Births,2011,Edenderry,25 - 29 years,Number,
Births,2011,Edenderry,30 - 34 years,Number,
Births,2011,Edenderry,35 - 39 years,Number,
Births,2011,Edenderry,40 - 44 years,Number,
Births,2011,Edenderry,45 years and over,Number,
Births,2011,Edenderry,Age not stated,Number,
Births,2011,Edenderry,All ages,Number,
Births,2011,Rest of Co. Offaly,Under 20 years,Number,14
Births,2011,Rest of Co. Offaly,20 - 24 years,Number,81
Births,2011,Rest of Co. Offaly,25 - 29 years,Number,149
Births,2011,Rest of Co. Offaly,30 - 34 years,Number,217
Births,2011,Rest of Co. Offaly,35 - 39 years,Number,118
Births,2011,Rest of Co. Offaly,40 - 44 years,Number,24
Births,2011,Rest of Co. Offaly,45 years and over,Number,1
Births,2011,Rest of Co. Offaly,Age not stated,Number,
Births,2011,Rest of Co. Offaly,All ages,Number,604
Births,2011,Westmeath,Under 20 years,Number,35
Births,2011,Westmeath,20 - 24 years,Number,152
Births,2011,Westmeath,25 - 29 years,Number,340
Births,2011,Westmeath,30 - 34 years,Number,523
Births,2011,Westmeath,35 - 39 years,Number,281
Births,2011,Westmeath,40 - 44 years,Number,55
Births,2011,Westmeath,45 years and over,Number,3
Births,2011,Westmeath,Age not stated,Number,
Births,2011,Westmeath,All ages,Number,1389
Births,2011,Athlone Town,Under 20 years,Number,5
Births,2011,Athlone Town,20 - 24 years,Number,46
Births,2011,Athlone Town,25 - 29 years,Number,100
Births,2011,Athlone Town,30 - 34 years,Number,121
Births,2011,Athlone Town,35 - 39 years,Number,46
Births,2011,Athlone Town,40 - 44 years,Number,10
Births,2011,Athlone Town,45 years and over,Number,1
Births,2011,Athlone Town,Age not stated,Number,
Births,2011,Athlone Town,All ages,Number,329
Births,2011,Mullingar,Under 20 years,Number,
Births,2011,Mullingar,20 - 24 years,Number,
Births,2011,Mullingar,25 - 29 years,Number,
Births,2011,Mullingar,30 - 34 years,Number,
Births,2011,Mullingar,35 - 39 years,Number,
Births,2011,Mullingar,40 - 44 years,Number,
Births,2011,Mullingar,45 years and over,Number,
Births,2011,Mullingar,Age not stated,Number,
Births,2011,Mullingar,All ages,Number,
Births,2011,Rest of Co. Westmeath,Under 20 years,Number,30
Births,2011,Rest of Co. Westmeath,20 - 24 years,Number,106
Births,2011,Rest of Co. Westmeath,25 - 29 years,Number,240
Births,2011,Rest of Co. Westmeath,30 - 34 years,Number,402
Births,2011,Rest of Co. Westmeath,35 - 39 years,Number,235
Births,2011,Rest of Co. Westmeath,40 - 44 years,Number,45
Births,2011,Rest of Co. Westmeath,45 years and over,Number,2
Births,2011,Rest of Co. Westmeath,Age not stated,Number,
Births,2011,Rest of Co. Westmeath,All ages,Number,1060
Births,2011,Wexford,Under 20 years,Number,78
Births,2011,Wexford,20 - 24 years,Number,307
Births,2011,Wexford,25 - 29 years,Number,567
Births,2011,Wexford,30 - 34 years,Number,784
Births,2011,Wexford,35 - 39 years,Number,464
Births,2011,Wexford,40 - 44 years,Number,92
Births,2011,Wexford,45 years and over,Number,3
Births,2011,Wexford,Age not stated,Number,1
Births,2011,Wexford,All ages,Number,2296
Births,2011,Enniscorthy Town,Under 20 years,Number,20
Births,2011,Enniscorthy Town,20 - 24 years,Number,71
Births,2011,Enniscorthy Town,25 - 29 years,Number,110
Births,2011,Enniscorthy Town,30 - 34 years,Number,185
Births,2011,Enniscorthy Town,35 - 39 years,Number,109
Births,2011,Enniscorthy Town,40 - 44 years,Number,15
Births,2011,Enniscorthy Town,45 years and over,Number,1
Births,2011,Enniscorthy Town,Age not stated,Number,1
Births,2011,Enniscorthy Town,All ages,Number,512
Births,2011,New Ross Town,Under 20 years,Number,6
Births,2011,New Ross Town,20 - 24 years,Number,30
Births,2011,New Ross Town,25 - 29 years,Number,79
Births,2011,New Ross Town,30 - 34 years,Number,78
Births,2011,New Ross Town,35 - 39 years,Number,55
Births,2011,New Ross Town,40 - 44 years,Number,9
Births,2011,New Ross Town,45 years and over,Number,
Births,2011,New Ross Town,Age not stated,Number,
Births,2011,New Ross Town,All ages,Number,257
Births,2011,Wexford Borough,Under 20 years,Number,8
Births,2011,Wexford Borough,20 - 24 years,Number,53
Births,2011,Wexford Borough,25 - 29 years,Number,93
Births,2011,Wexford Borough,30 - 34 years,Number,104
Births,2011,Wexford Borough,35 - 39 years,Number,55
Births,2011,Wexford Borough,40 - 44 years,Number,9
Births,2011,Wexford Borough,45 years and over,Number,
Births,2011,Wexford Borough,Age not stated,Number,
Births,2011,Wexford Borough,All ages,Number,322
Births,2011,Gorey,Under 20 years,Number,
Births,2011,Gorey,20 - 24 years,Number,
Births,2011,Gorey,25 - 29 years,Number,
Births,2011,Gorey,30 - 34 years,Number,
Births,2011,Gorey,35 - 39 years,Number,
Births,2011,Gorey,40 - 44 years,Number,
Births,2011,Gorey,45 years and over,Number,
Births,2011,Gorey,Age not stated,Number,
Births,2011,Gorey,All ages,Number,
Births,2011,Rest of Co. Wexford,Under 20 years,Number,44
Births,2011,Rest of Co. Wexford,20 - 24 years,Number,153
Births,2011,Rest of Co. Wexford,25 - 29 years,Number,285
Births,2011,Rest of Co. Wexford,30 - 34 years,Number,417
Births,2011,Rest of Co. Wexford,35 - 39 years,Number,245
Births,2011,Rest of Co. Wexford,40 - 44 years,Number,59
Births,2011,Rest of Co. Wexford,45 years and over,Number,2
Births,2011,Rest of Co. Wexford,Age not stated,Number,
Births,2011,Rest of Co. Wexford,All ages,Number,1205
Births,2011,Munster,Under 20 years,Number,386
Births,2011,Munster,20 - 24 years,Number,1784
Births,2011,Munster,25 - 29 years,Number,4198
Births,2011,Munster,30 - 34 years,Number,7195
Births,2011,Munster,35 - 39 years,Number,4728
Births,2011,Munster,40 - 44 years,Number,962
Births,2011,Munster,45 years and over,Number,44
Births,2011,Munster,Age not stated,Number,4
Births,2011,Munster,All ages,Number,19301
Births,2011,Waterford County,Under 20 years,Number,23
Births,2011,Waterford County,20 - 24 years,Number,77
Births,2011,Waterford County,25 - 29 years,Number,186
Births,2011,Waterford County,30 - 34 years,Number,367
Births,2011,Waterford County,35 - 39 years,Number,276
Births,2011,Waterford County,40 - 44 years,Number,43
Births,2011,Waterford County,45 years and over,Number,1
Births,2011,Waterford County,Age not stated,Number,
Births,2011,Waterford County,All ages,Number,973
Births,2011,Dungarvan Town,Under 20 years,Number,6
Births,2011,Dungarvan Town,20 - 24 years,Number,18
Births,2011,Dungarvan Town,25 - 29 years,Number,48
Births,2011,Dungarvan Town,30 - 34 years,Number,83
Births,2011,Dungarvan Town,35 - 39 years,Number,49
Births,2011,Dungarvan Town,40 - 44 years,Number,4
Births,2011,Dungarvan Town,45 years and over,Number,
Births,2011,Dungarvan Town,Age not stated,Number,
Births,2011,Dungarvan Town,All ages,Number,208
Births,2011,Lismore,Under 20 years,Number,
Births,2011,Lismore,20 - 24 years,Number,
Births,2011,Lismore,25 - 29 years,Number,
Births,2011,Lismore,30 - 34 years,Number,
Births,2011,Lismore,35 - 39 years,Number,
Births,2011,Lismore,40 - 44 years,Number,
Births,2011,Lismore,45 years and over,Number,
Births,2011,Lismore,Age not stated,Number,
Births,2011,Lismore,All ages,Number,
Births,2011,Tramore,Under 20 years,Number,
Births,2011,Tramore,20 - 24 years,Number,
Births,2011,Tramore,25 - 29 years,Number,
Births,2011,Tramore,30 - 34 years,Number,
Births,2011,Tramore,35 - 39 years,Number,
Births,2011,Tramore,40 - 44 years,Number,
Births,2011,Tramore,45 years and over,Number,
Births,2011,Tramore,Age not stated,Number,
Births,2011,Tramore,All ages,Number,
Births,2011,Rest of Waterford,Under 20 years,Number,17
Births,2011,Rest of Waterford,20 - 24 years,Number,59
Births,2011,Rest of Waterford,25 - 29 years,Number,138
Births,2011,Rest of Waterford,30 - 34 years,Number,284
Births,2011,Rest of Waterford,35 - 39 years,Number,227
Births,2011,Rest of Waterford,40 - 44 years,Number,39
Births,2011,Rest of Waterford,45 years and over,Number,1
Births,2011,Rest of Waterford,Age not stated,Number,
Births,2011,Rest of Waterford,All ages,Number,765
Births,2011,Waterford City,Under 20 years,Number,20
Births,2011,Waterford City,20 - 24 years,Number,104
Births,2011,Waterford City,25 - 29 years,Number,242
Births,2011,Waterford City,30 - 34 years,Number,275
Births,2011,Waterford City,35 - 39 years,Number,158
Births,2011,Waterford City,40 - 44 years,Number,28
Births,2011,Waterford City,45 years and over,Number,3
Births,2011,Waterford City,Age not stated,Number,
Births,2011,Waterford City,All ages,Number,830
Births,2011,Clare,Under 20 years,Number,33
Births,2011,Clare,20 - 24 years,Number,152
Births,2011,Clare,25 - 29 years,Number,321
Births,2011,Clare,30 - 34 years,Number,646
Births,2011,Clare,35 - 39 years,Number,461
Births,2011,Clare,40 - 44 years,Number,112
Births,2011,Clare,45 years and over,Number,3
Births,2011,Clare,Age not stated,Number,
Births,2011,Clare,All ages,Number,1728
Births,2011,Ennis Town,Under 20 years,Number,9
Births,2011,Ennis Town,20 - 24 years,Number,43
Births,2011,Ennis Town,25 - 29 years,Number,104
Births,2011,Ennis Town,30 - 34 years,Number,186
Births,2011,Ennis Town,35 - 39 years,Number,126
Births,2011,Ennis Town,40 - 44 years,Number,34
Births,2011,Ennis Town,45 years and over,Number,2
Births,2011,Ennis Town,Age not stated,Number,
Births,2011,Ennis Town,All ages,Number,504
Births,2011,Kilrush Town,Under 20 years,Number,1
Births,2011,Kilrush Town,20 - 24 years,Number,15
Births,2011,Kilrush Town,25 - 29 years,Number,15
Births,2011,Kilrush Town,30 - 34 years,Number,30
Births,2011,Kilrush Town,35 - 39 years,Number,22
Births,2011,Kilrush Town,40 - 44 years,Number,9
Births,2011,Kilrush Town,45 years and over,Number,
Births,2011,Kilrush Town,Age not stated,Number,
Births,2011,Kilrush Town,All ages,Number,92
Births,2011,Shannon,Under 20 years,Number,
Births,2011,Shannon,20 - 24 years,Number,
Births,2011,Shannon,25 - 29 years,Number,
Births,2011,Shannon,30 - 34 years,Number,
Births,2011,Shannon,35 - 39 years,Number,
Births,2011,Shannon,40 - 44 years,Number,
Births,2011,Shannon,45 years and over,Number,
Births,2011,Shannon,Age not stated,Number,
Births,2011,Shannon,All ages,Number,
Births,2011,Kilkee,Under 20 years,Number,
Births,2011,Kilkee,20 - 24 years,Number,
Births,2011,Kilkee,25 - 29 years,Number,
Births,2011,Kilkee,30 - 34 years,Number,
Births,2011,Kilkee,35 - 39 years,Number,
Births,2011,Kilkee,40 - 44 years,Number,
Births,2011,Kilkee,45 years and over,Number,
Births,2011,Kilkee,Age not stated,Number,
Births,2011,Kilkee,All ages,Number,
Births,2011,Rest of Co. Clare,Under 20 years,Number,23
Births,2011,Rest of Co. Clare,20 - 24 years,Number,94
Births,2011,Rest of Co. Clare,25 - 29 years,Number,202
Births,2011,Rest of Co. Clare,30 - 34 years,Number,430
Births,2011,Rest of Co. Clare,35 - 39 years,Number,313
Births,2011,Rest of Co. Clare,40 - 44 years,Number,69
Births,2011,Rest of Co. Clare,45 years and over,Number,1
Births,2011,Rest of Co. Clare,Age not stated,Number,
Births,2011,Rest of Co. Clare,All ages,Number,1132
Births,2011,Cork City,Under 20 years,Number,54
Births,2011,Cork City,20 - 24 years,Number,254
Births,2011,Cork City,25 - 29 years,Number,418
Births,2011,Cork City,30 - 34 years,Number,512
Births,2011,Cork City,35 - 39 years,Number,282
Births,2011,Cork City,40 - 44 years,Number,53
Births,2011,Cork City,45 years and over,Number,2
Births,2011,Cork City,Age not stated,Number,
Births,2011,Cork City,All ages,Number,1575
Births,2011,Cork County,Under 20 years,Number,76
Births,2011,Cork County,20 - 24 years,Number,453
Births,2011,Cork County,25 - 29 years,Number,1312
Births,2011,Cork County,30 - 34 years,Number,2700
Births,2011,Cork County,35 - 39 years,Number,1812
Births,2011,Cork County,40 - 44 years,Number,344
Births,2011,Cork County,45 years and over,Number,15
Births,2011,Cork County,Age not stated,Number,1
Births,2011,Cork County,All ages,Number,6713
Births,2011,Cobh Town,Under 20 years,Number,3
Births,2011,Cobh Town,20 - 24 years,Number,24
Births,2011,Cobh Town,25 - 29 years,Number,30
Births,2011,Cobh Town,30 - 34 years,Number,48
Births,2011,Cobh Town,35 - 39 years,Number,40
Births,2011,Cobh Town,40 - 44 years,Number,6
Births,2011,Cobh Town,45 years and over,Number,
Births,2011,Cobh Town,Age not stated,Number,
Births,2011,Cobh Town,All ages,Number,151
Births,2011,Fermoy Town,Under 20 years,Number,2
Births,2011,Fermoy Town,20 - 24 years,Number,9
Births,2011,Fermoy Town,25 - 29 years,Number,35
Births,2011,Fermoy Town,30 - 34 years,Number,46
Births,2011,Fermoy Town,35 - 39 years,Number,24
Births,2011,Fermoy Town,40 - 44 years,Number,4
Births,2011,Fermoy Town,45 years and over,Number,
Births,2011,Fermoy Town,Age not stated,Number,
Births,2011,Fermoy Town,All ages,Number,120
Births,2011,Kinsale Town,Under 20 years,Number,
Births,2011,Kinsale Town,20 - 24 years,Number,2
Births,2011,Kinsale Town,25 - 29 years,Number,10
Births,2011,Kinsale Town,30 - 34 years,Number,35
Births,2011,Kinsale Town,35 - 39 years,Number,27
Births,2011,Kinsale Town,40 - 44 years,Number,3
Births,2011,Kinsale Town,45 years and over,Number,1
Births,2011,Kinsale Town,Age not stated,Number,
Births,2011,Kinsale Town,All ages,Number,78
Births,2011,Midleton Town,Under 20 years,Number,7
Births,2011,Midleton Town,20 - 24 years,Number,24
Births,2011,Midleton Town,25 - 29 years,Number,34
Births,2011,Midleton Town,30 - 34 years,Number,41
Births,2011,Midleton Town,35 - 39 years,Number,30
Births,2011,Midleton Town,40 - 44 years,Number,4
